Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###865	0.1	0.0	0.0	Chr12	34123656	34123781	95	+	2105CL0105	LTR	1	95	(0)	208788	1	No_ref_available

###860	0.0	0.0	0.0	Chr12	34123578	34123672	95	+	2197CL0105	LTR	1	95	(0)	208786	1	No_ref_available

###849	1.1	0.0	0.0	Chr12	34123609	34123703	95	C	2946CL0105	LTR	(0)	95	1	208787	1	No_ref_available

###871	0.0	0.0	0.0	Chr12	34123885	34123979	95	C	835CL0105	LTR	(0)	95	1	208789	1	No_ref_available

###234	5.7	0.0	3.8	Chr12	24903802	24903856	53	C	ATCOPIA28_I-int	LTR/Copia	(3972)	734	682	206502	1	No_ref_available

###4236	22.7	0.2	0.6	Chr12	33390059	33390970	909	+	ATCOPIA29_I-int	LTR/Copia	224	1132	(2267)	208661	1	No_ref_available

###299	26.2	4.7	2.3	Chr12	14386614	14386742	132	+	COP18_I_MT-int	LTR/Copia	3434	3565	(552)	202634	1	No_ref_available

###240	24.7	0.0	0.0	Chr12	14159027	14159094	55	+	COP2_I_MT-int	LTR/Copia	2715	2769	(3533)	202538	1	No_ref_available

###255	12.3	0.0	9.8	Chr12	13188949	13188993	41	C	COP8_I_MT-int	LTR/Copia	(944)	3524	3484	202245	1	No_ref_available

###248	18.4	0.0	0.0	Chr12	28659129	28659177	49	+	COPIA-I_MT	LTR/Copia	4125	4173	(5186)	207649	1	No_ref_available

###398	30.3	8.3	3.8	Chr12	2033274	2033705	451	+	COPIA3-I_OS	LTR/Copia	3255	3705	(830)	199255	1	No_ref_available

###227	26.7	0.0	0.0	Chr12	12574974	12575033	60	+	COPIA3-I_OS	LTR/Copia	4104	4163	(372)	202001	1	No_ref_available

###14206	7.8	0.6	0.1	Chr12	20388193	20390201	1984	+	Copia-10_GR-I	LTR/Copia	64	2047	(2058)	204911	1	0.436

###30932	6.7	0.5	0.2	Chr12	26198033	26202114	4069	C	Copia-10_GR-I	LTR/Copia	(2)	4076	8	206867	1	0.895

###284	34.0	1.8	2.5	Chr12	20214927	20215089	162	+	Copia-10_JC-I	LTR/Copia	3476	3637	(510)	204841	1	No_ref_available

###260	36.1	2.3	4.4	Chr12	20423867	20424216	343	+	Copia-10_JC-I	LTR/Copia	3735	4077	(70)	204928	1	No_ref_available

###961	25.0	8.3	0.3	Chr12	836321	836585	286	C	Copia-11_CP-I	LTR/Copia	(3707)	423	138	198991	1	No_ref_available

###277	31.0	2.6	2.6	Chr12	3027761	3027949	144	C	Copia-11_GR-I	LTR/Copia	(370)	3944	3801	199469	1	0.031

###355	20.8	1.9	4.7	Chr12	33592033	33592189	229	C	Copia-12_ALY-I	LTR/Copia	(2048)	2050	1822	208685	1	No_ref_available

###1433/2576	31.800	2.216	2.092	Chr12	7918822	7921114	1833	+	Copia-12_JC-I	LTR/Copia	89	2232	(1829)	200586/200586	2	No_ref_available
1433	31.8	0.5	1.2	Chr12	7918822	7919395	570	+	Copia-12_JC-I	LTR/Copia	89	658	(3403)	200586	1
2576	31.8	3.0	2.5	Chr12	7919858	7921114	1263	+	Copia-12_JC-I	LTR/Copia	970	2232	(1829)	200586	1

###3131	30.8	3.9	1.3	Chr12	7952515	7953849	1369	+	Copia-12_JC-I	LTR/Copia	2692	4060	(1)	200603	1	No_ref_available

###18410	21.8	1.0	2.7	Chr12	23283738	23287868	4061	+	Copia-12_JC-I	LTR/Copia	1	4061	(0)	206031	1	No_ref_available

###280	26.6	20.0	0.6	Chr12	1535719	1535858	226	C	Copia-12_TC-I	LTR/Copia	(4596)	722	497	199138	1	No_ref_available

###356	23.6	2.1	1.1	Chr12	5385581	5385674	95	+	Copia-12_TC-I	LTR/Copia	1569	1663	(3523)	199951	1	No_ref_available

###305	25.8	0.0	0.0	Chr12	8968554	8968619	66	C	Copia-12_TC-I	LTR/Copia	(3527)	1659	1594	200893	1	No_ref_available

###480/461/250	27.234	6.518	2.011	Chr12	12530446	12530845	323	C	Copia-12_TC-I	LTR/Copia	(3480)	1706	466	201976/201976/201976	3	No_ref_available
480	29.0	0.6	0.6	Chr12	12530446	12530601	156	C	Copia-12_TC-I	LTR/Copia	(3480)	1706	1551	201976	1
461	28.9	13.0	3.8	Chr12	12530627	12530795	122	C	Copia-12_TC-I	LTR/Copia	(4107)	1441	1320	201976	1
250	13.6	2.3	0.0	Chr12	12530802	12530845	45	C	Copia-12_TC-I	LTR/Copia	(4365)	510	466	201976	1

###294/236	21.200	4.600	1.250	Chr12	16786120	16786281	157	+	Copia-12_TC-I	LTR/Copia	1594	1923	(3395)	203472/203472	2	No_ref_available
294	28.9	0.0	0.0	Chr12	16786120	16786195	76	+	Copia-12_TC-I	LTR/Copia	1594	1669	(3517)	203472	1
236	13.5	9.2	2.5	Chr12	16786206	16786281	81	+	Copia-12_TC-I	LTR/Copia	1843	1923	(3395)	203472	1

###482/508/457	26.900	8.098	2.090	Chr12	23608486	23612403	446	C	Copia-12_TC-I	LTR/Copia	(0)	3741	1320	206109/206109/206109	3	No_ref_available
482	21.9	2.2	5.0	Chr12	23608486	23608651	129	C	Copia-12_TC-I	LTR/Copia	(0)	3741	3613	206109	1
508	29.9	12.7	0.0	Chr12	23611982	23612225	166	C	Copia-12_TC-I	LTR/Copia	(3503)	1683	1518	206109	1
457	32.0	0.6	3.5	Chr12	23612229	23612403	151	C	Copia-12_TC-I	LTR/Copia	(4078)	1470	1320	206109	1

###628/11505/3757/3233/335	23.014	1.205	1.463	Chr12	24399754	24410234	4689	C	Copia-12_TC-I	LTR/Copia	(0)	5186	207	206358/206358/206358/206358/206358	5	No_ref_available
628	9.3	1.8	2.8	Chr12	24399754	24399863	109	C	Copia-12_TC-I	LTR/Copia	(0)	5186	5078	206358	1
11505	22.6	0.9	1.4	Chr12	24399888	24402490	2589	C	Copia-12_TC-I	LTR/Copia	(186)	5000	2412	206358	1
3757	25.0	0.3	0.7	Chr12	24404745	24405691	943	C	Copia-12_TC-I	LTR/Copia	(2785)	2401	1459	206358	1
3233	25.1	3.1	2.5	Chr12	24405819	24406803	991	C	Copia-12_TC-I	LTR/Copia	(3932)	1254	264	206358	1
335	11.1	10.7	3.8	Chr12	24410160	24410234	80	C	Copia-12_TC-I	LTR/Copia	(4900)	286	207	206358	1

###3424/831	24.454	5.204	2.441	Chr12	33385721	33387149	1266	+	Copia-12_TC-I	LTR/Copia	207	2202	(2504)	208654/208654	2	No_ref_available
3424	25.1	4.2	2.8	Chr12	33385721	33386754	1048	+	Copia-12_TC-I	LTR/Copia	207	1254	(3932)	208654	1
831	22.4	8.4	1.3	Chr12	33386825	33387149	218	+	Copia-12_TC-I	LTR/Copia	1985	2202	(2504)	208654	1

