Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###228	21.7	0.0	0.0	D10_03	7559713	7559772	60	C	EnSpm-12_OS	DNA/EnSpmCACTA	(6720)	5883	5824	36046	1	0.005

###232	17.8	1.4	1.4	D10_03	7617790	7617863	74	C	EnSpm-16_SBi	DNA/EnSpmCACTA	(12818)	3065	2992	36059	1	0.005

###263	23.6	0.0	0.0	D10_03	7878611	7878665	55	C	EnSpm-1_Cia	DNA/EnSpmCACTA	(4328)	4524	4470	36143	1	0.006

###266/39860/7624	4.788	1.290	0.146	D10_03	4564266	4575425	6000	+	EnSpm-1_GR	DNA/EnSpmCACTA	2	8807	(0)	35223/35224/35225	3	0.681
266	16.9	6.0	2.9	D10_03	4564266	4564332	69	+	EnSpm-1_GR	DNA/EnSpmCACTA	2	70	(8737)	35223	1
39860	4.7	1.0	0.1	D10_03	4565466	4570363	4942	+	EnSpm-1_GR	DNA/EnSpmCACTA	2787	7728	(1079)	35224	1
7624	4.3	2.7	0.2	D10_03	4574461	4575425	989	+	EnSpm-1_GR	DNA/EnSpmCACTA	7819	8807	(0)	35225	1

###276/5694/22190	4.463	0.906	0.808	D10_03	6828305	6833684	3518	+	EnSpm-1_GR	DNA/EnSpmCACTA	1	8807	(0)	35800/35801/35802	3	0.399
276	15.9	6.1	4.5	D10_03	6828305	6828370	67	+	EnSpm-1_GR	DNA/EnSpmCACTA	1	67	(8740)	35800	1
5694	4.6	0.3	0.0	D10_03	6830233	6830922	692	+	EnSpm-1_GR	DNA/EnSpmCACTA	3126	3817	(4990)	35801	1
22190	3.4	1.0	1.2	D10_03	6830919	6833684	2759	+	EnSpm-1_GR	DNA/EnSpmCACTA	6049	8807	(0)	35802	1

###377	17.3	3.6	2.9	D10_03	7013758	7013894	138	C	EnSpm-1_GR	DNA/EnSpmCACTA	(113)	8694	8557	35862	1	0.016

###47118/3592	5.595	0.654	1.224	D10_03	7274705	7289416	6660	C	EnSpm-1_GR	DNA/EnSpmCACTA	(0)	8807	2148	35954/35954	2	0.756
47118	4.5	0.0	0.3	D10_03	7274705	7280452	5731	C	EnSpm-1_GR	DNA/EnSpmCACTA	(0)	8807	3077	35954	1
3592	12.2	4.6	6.8	D10_03	7288464	7289416	933	C	EnSpm-1_GR	DNA/EnSpmCACTA	(5727)	3080	2148	35954	1

