Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###811	2.1	0.0	0.0	D10_12	52287080	52287174	95	C	131CL0160	LTR	(0)	95	1	206963	1	No_ref_available

###820	2.1	0.0	0.0	D10_12	52529327	52529421	95	C	203CL0203	LTR	(0)	95	1	207033	1	No_ref_available

###819	1.1	0.0	0.0	D10_12	52165266	52165360	95	+	2174CL0121	LTR	1	95	(0)	206946	1	No_ref_available

###784	2.1	0.0	0.0	D10_12	54162782	54162876	95	+	5749CL0030	LTR	1	95	(0)	207331	1	No_ref_available

###786	5.3	0.0	0.0	D10_12	54449035	54449129	95	+	5866CL0030	LTR	1	95	(0)	207379	1	No_ref_available

###246	25.5	0.0	6.0	D10_12	52163183	52163250	64	+	6932CL0030	LTR	10	73	(22)	206944	1	No_ref_available

###783	5.3	0.0	0.0	D10_12	54449056	54449150	95	C	6961CL0030	LTR	(0)	95	1	207380	1	No_ref_available

###481	9.5	0.0	4.0	D10_12	53679127	53679203	74	+	7034CL0030	LTR	4	77	(18)	207227	1	No_ref_available

###837	1.1	0.0	0.0	D10_12	53823744	53823838	95	+	7037CL0030	LTR	1	95	(0)	207287	1	No_ref_available

###837	1.1	0.0	0.0	D10_12	53830068	53830162	95	+	7037CL0030	LTR	1	95	(0)	207292	1	No_ref_available

###523	18.9	0.0	1.1	D10_12	52163148	52163243	95	C	9294CL0030	LTR	(0)	95	1	206943	1	No_ref_available

###364	25.9	0.0	0.0	D10_12	54061953	54062033	81	+	103CL0250	LTR/Copia	8	88	(7)	207309	1	No_ref_available

###270	30.8	1.3	0.0	D10_12	54062210	54062287	79	C	103CL0250	LTR/Copia	(5)	90	12	207310	1	No_ref_available

###310	23.3	1.4	0.0	D10_12	54064998	54065070	74	+	103CL0250	LTR/Copia	17	90	(5)	207311	1	No_ref_available

###325	25.0	4.0	0.0	D10_12	54065264	54065339	79	C	103CL0250	LTR/Copia	(5)	90	12	207312	1	No_ref_available

###551	15.1	0.0	0.0	D10_12	54078425	54078510	86	+	103CL0250	LTR/Copia	9	94	(1)	207314	1	No_ref_available

###339	17.2	1.6	0.0	D10_12	54078709	54078772	65	C	103CL0250	LTR/Copia	(1)	94	30	207315	1	No_ref_available

###826	2.1	0.0	0.0	D10_12	54095779	54095873	95	+	103CL0250	LTR/Copia	1	95	(0)	207316	1	No_ref_available

###408	16.4	2.5	1.2	D10_12	54096076	54096155	81	C	103CL0250	LTR/Copia	(1)	94	14	207317	1	No_ref_available

###557	12.3	0.0	0.0	D10_12	54096661	54096741	81	+	103CL0250	LTR/Copia	14	94	(1)	207318	1	No_ref_available

###354	15.3	12.3	1.2	D10_12	54096957	54097029	81	C	103CL0250	LTR/Copia	(1)	94	14	207319	1	No_ref_available

###468	16.7	0.0	0.0	D10_12	54108783	54108860	78	+	103CL0250	LTR/Copia	14	91	(4)	207320	1	No_ref_available

###391	16.4	1.3	2.7	D10_12	54109073	54109147	74	C	103CL0250	LTR/Copia	(6)	89	16	207321	1	No_ref_available

###407	22.2	1.2	0.0	D10_12	54119219	54119299	82	+	103CL0250	LTR/Copia	13	94	(1)	207323	1	No_ref_available

###537	13.4	1.2	0.0	D10_12	54119512	54119593	83	C	103CL0250	LTR/Copia	(0)	95	13	207324	1	No_ref_available

###360	25.6	0.0	0.0	D10_12	54134071	54134152	82	+	103CL0250	LTR/Copia	14	95	(0)	207325	1	No_ref_available

###310	23.9	1.4	0.0	D10_12	54134203	54134273	72	C	103CL0250	LTR/Copia	(1)	94	23	207326	1	No_ref_available

###279	27.2	0.0	1.2	D10_12	54135993	54136074	81	+	103CL0250	LTR/Copia	15	95	(0)	207327	1	No_ref_available

###289	25.0	0.0	3.8	D10_12	54137462	54137544	80	C	103CL0250	LTR/Copia	(1)	94	15	207328	1	No_ref_available

###260	21.3	3.3	0.0	D10_12	54173047	54173107	63	C	103CL0250	LTR/Copia	(1)	94	32	207333	1	No_ref_available

###361	23.4	1.3	0.0	D10_12	54185661	54185737	78	C	103CL0250	LTR/Copia	(4)	91	14	207335	1	No_ref_available

###235	6.9	0.0	0.0	D10_12	54190246	54190274	29	C	103CL0250	LTR/Copia	(53)	42	14	207335	1	No_ref_available

###306	23.8	0.0	8.3	D10_12	54210067	54210144	72	C	103CL0250	LTR/Copia	(5)	90	19	207336	1	No_ref_available

###343	21.1	1.3	0.0	D10_12	54214670	54214745	77	+	103CL0250	LTR/Copia	18	94	(1)	207337	1	No_ref_available

###332	24.7	1.2	1.2	D10_12	54228370	54228455	86	+	103CL0250	LTR/Copia	9	94	(1)	207343	1	No_ref_available

###350	27.2	0.0	0.0	D10_12	54228670	54228750	81	C	103CL0250	LTR/Copia	(1)	94	14	207344	1	No_ref_available

###341	20.5	2.5	1.2	D10_12	54234735	54234813	80	C	103CL0250	LTR/Copia	(4)	91	12	207345	1	No_ref_available

###229	24.3	8.1	0.0	D10_12	54250094	54250167	80	C	103CL0250	LTR/Copia	(1)	94	15	207346	1	No_ref_available

###439	17.1	1.2	0.0	D10_12	54253770	54253851	83	+	103CL0250	LTR/Copia	12	94	(1)	207347	1	No_ref_available

