Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###373	21.3	1.0	2.1	D10_06	11227	11322	95	+	208CL0250	LTR/Copia	1	95	(0)	87198	1	No_ref_available

###552	16.9	0.0	1.1	D10_06	15743	15838	95	+	208CL0250	LTR/Copia	1	95	(0)	87199	1	No_ref_available

###420	11.6	6.8	2.2	D10_06	15947	16034	92	C	208CL0250	LTR/Copia	(0)	95	4	87200	1	No_ref_available

###256	25.9	1.0	5.3	D10_06	268992	269089	94	+	208CL0250	LTR/Copia	2	95	(0)	87224	1	No_ref_available

###385	22.1	0.0	1.2	D10_06	281073	281159	86	+	208CL0250	LTR/Copia	10	95	(0)	87225	1	No_ref_available

###399	18.4	0.0	2.6	D10_06	281290	281367	76	C	208CL0250	LTR/Copia	(19)	76	1	87226	1	No_ref_available

###302	26.9	0.0	1.1	D10_06	287961	288054	93	+	208CL0250	LTR/Copia	3	95	(0)	87227	1	No_ref_available

###370	24.6	0.0	6.4	D10_06	288159	288258	94	C	208CL0250	LTR/Copia	(1)	94	1	87228	1	No_ref_available

###500	17.9	0.0	2.1	D10_06	289711	289807	95	C	208CL0250	LTR/Copia	(0)	95	1	87229	1	No_ref_available

###382	20.9	1.1	2.2	D10_06	310825	310917	92	+	208CL0250	LTR/Copia	4	95	(0)	87230	1	No_ref_available

###318	23.1	0.0	5.5	D10_06	311018	311113	91	C	208CL0250	LTR/Copia	(0)	95	5	87231	1	No_ref_available

###443	20.2	0.0	2.1	D10_06	318729	318824	94	C	208CL0250	LTR/Copia	(1)	94	1	87233	1	No_ref_available

###394	17.3	0.0	3.7	D10_06	324575	324658	81	+	208CL0250	LTR/Copia	14	94	(1)	87234	1	No_ref_available

###458	13.8	9.1	1.1	D10_06	329520	329607	95	+	208CL0250	LTR/Copia	1	95	(0)	87235	1	No_ref_available

###344	22.8	3.2	2.1	D10_06	329735	329828	95	C	208CL0250	LTR/Copia	(0)	95	1	87236	1	No_ref_available

###462	22.1	0.0	1.1	D10_06	335258	335353	95	+	208CL0250	LTR/Copia	1	95	(0)	87237	1	No_ref_available

###344	21.1	0.0	2.6	D10_06	335484	335561	76	C	208CL0250	LTR/Copia	(19)	76	1	87238	1	No_ref_available

###487	19.0	0.0	2.1	D10_06	354354	354450	95	+	208CL0250	LTR/Copia	1	95	(0)	87239	1	No_ref_available

###469	19.6	0.0	1.1	D10_06	354578	354670	92	C	208CL0250	LTR/Copia	(0)	95	4	87240	1	No_ref_available

###459	19.6	3.2	1.1	D10_06	355431	355523	95	+	208CL0250	LTR/Copia	1	95	(0)	87241	1	No_ref_available

###309	25.4	0.0	0.0	D10_06	355542	355608	67	C	208CL0250	LTR/Copia	(27)	68	2	87242	1	No_ref_available

###374	28.4	0.0	0.0	D10_06	363864	363958	95	+	208CL0250	LTR/Copia	1	95	(0)	87243	1	No_ref_available

###359	22.9	0.0	6.5	D10_06	384313	384410	92	+	208CL0250	LTR/Copia	4	95	(0)	87244	1	No_ref_available

###365	24.2	0.0	2.1	D10_06	384525	384621	95	C	208CL0250	LTR/Copia	(0)	95	1	87245	1	No_ref_available

###409	22.4	0.0	1.2	D10_06	396900	396985	85	C	208CL0250	LTR/Copia	(10)	85	1	87246	1	No_ref_available

###278	16.7	0.0	2.1	D10_06	417280	417328	48	+	208CL0250	LTR/Copia	1	48	(47)	87247	1	No_ref_available

###444	21.3	0.0	2.1	D10_06	427809	427904	94	C	208CL0250	LTR/Copia	(1)	94	1	87248	1	No_ref_available

###513	17.9	0.0	1.1	D10_06	441451	441546	95	+	208CL0250	LTR/Copia	1	95	(0)	87249	1	No_ref_available

###489	19.0	0.0	2.1	D10_06	441665	441761	95	C	208CL0250	LTR/Copia	(0)	95	1	87250	1	No_ref_available

###491	18.9	0.0	1.1	D10_06	447372	447467	95	+	208CL0250	LTR/Copia	1	95	(0)	87251	1	No_ref_available

###483	21.5	0.0	1.1	D10_06	447597	447690	93	C	208CL0250	LTR/Copia	(2)	93	1	87252	1	No_ref_available

###520	16.9	0.0	3.2	D10_06	448867	448964	95	+	208CL0250	LTR/Copia	1	95	(0)	87253	1	No_ref_available

###621	13.7	0.0	0.0	D10_06	449076	449170	95	C	208CL0250	LTR/Copia	(0)	95	1	87254	1	No_ref_available

###801	3.2	0.0	0.0	D10_06	468039	468133	95	+	208CL0250	LTR/Copia	1	95	(0)	87255	1	No_ref_available

###227	19.3	0.0	3.9	D10_06	468272	468325	52	C	208CL0250	LTR/Copia	(41)	54	3	87256	1	No_ref_available

###522	17.9	0.0	2.1	D10_06	475113	475209	95	+	208CL0250	LTR/Copia	1	95	(0)	87257	1	No_ref_available

###445	11.3	0.0	1.4	D10_06	477241	477312	71	C	208CL0250	LTR/Copia	(0)	95	25	87258	1	No_ref_available

###343	21.3	0.0	5.0	D10_06	478982	479065	80	+	208CL0250	LTR/Copia	16	95	(0)	87259	1	No_ref_available

###336	23.9	1.1	2.1	D10_06	479175	479268	93	C	208CL0250	LTR/Copia	(0)	95	3	87260	1	No_ref_available

###234	14.3	0.0	2.4	D10_06	490247	490289	42	+	208CL0250	LTR/Copia	53	94	(1)	87261	1	No_ref_available

###457	20.7	0.0	1.1	D10_06	490417	490509	92	C	208CL0250	LTR/Copia	(0)	95	4	87262	1	No_ref_available

###1719/3996	23.095	5.049	1.546	D10_06	22756894	22764839	2048	+	ATCOPIA28_I-int	LTR/Copia	2724	4771	(0)	93785/93785	2	No_ref_available
1719	22.1	1.3	4.3	D10_06	22756894	22757350	444	+	ATCOPIA28_I-int	LTR/Copia	2724	3167	(1539)	93785	1
3996	23.4	6.2	0.7	D10_06	22763352	22764839	1609	+	ATCOPIA28_I-int	LTR/Copia	3163	4771	(0)	93785	1

###259	14.0	2.3	2.3	D10_06	24420823	24420910	88	+	ATCOPIA28_I-int	LTR/Copia	679	766	(3940)	94441	1	No_ref_available

###4774	24.1	0.7	0.7	D10_06	24444547	24445772	1851	+	ATCOPIA28_I-int	LTR/Copia	3468	5318	(0)	94444	1	No_ref_available

###433	26.0	5.2	9.7	D10_06	7048822	7049111	318	C	COP8_I_MT-int	LTR/Copia	(1562)	2958	2641	88480	1	No_ref_available

###255	12.3	0.0	9.8	D10_06	7393756	7393800	41	+	COP8_I_MT-int	LTR/Copia	3484	3524	(944)	88599	1	No_ref_available

###255	12.3	0.0	9.8	D10_06	7403968	7404012	41	+	COP8_I_MT-int	LTR/Copia	3484	3524	(944)	88599	1	No_ref_available

###372	30.9	3.1	3.1	D10_06	22058599	22058825	227	+	COP8_I_MT-int	LTR/Copia	2630	2856	(1612)	93554	1	No_ref_available

###281/336	32.571	4.939	3.729	D10_06	42661518	42663232	1300	C	COPI1_I-int	LTR/Copia	(844)	3342	1499	101616/101616	2	No_ref_available
281	31.4	6.5	4.9	D10_06	42661518	42661962	452	C	COPI1_I-int	LTR/Copia	(844)	3342	2891	101616	1
336	33.8	3.3	2.5	D10_06	42662809	42663232	848	C	COPI1_I-int	LTR/Copia	(2189)	2346	1499	101616	1

###251/295	33.082	7.958	0.000	D10_06	43293755	43294069	284	C	COPI1_I-int	LTR/Copia	(1040)	3335	2642	101828/101828	2	No_ref_available
251	35.7	11.5	0.0	D10_06	43293755	43293936	203	C	COPI1_I-int	LTR/Copia	(1040)	3335	3133	101828	1
295	27.2	0.0	0.0	D10_06	43293989	43294069	81	C	COPI1_I-int	LTR/Copia	(1383)	2722	2642	101828	1

###254	24.5	0.0	0.0	D10_06	41194552	41194604	53	C	COPI2_I-int	LTR/Copia	(225)	3922	3870	101140	1	No_ref_available

###314	27.9	7.7	5.0	D10_06	49001878	49002111	240	C	COPIA3-I_OS	LTR/Copia	(1277)	3258	3019	103823	1	No_ref_available

###5131	31.0	4.9	2.8	D10_06	17447295	17449890	2650	C	Copia-10_JC-I	LTR/Copia	(2)	4145	1496	91923	1	No_ref_available

###878/4310	24.416	2.556	1.393	D10_06	17455406	17456752	1248	C	Copia-10_JC-I	LTR/Copia	(0)	5688	3791	91923/91923	2	No_ref_available
878	20.7	5.9	3.4	D10_06	17455406	17455752	237	C	Copia-10_JC-I	LTR/Copia	(0)	5688	5452	91923	1
4310	25.7	1.4	0.7	D10_06	17455749	17456752	1011	C	Copia-10_JC-I	LTR/Copia	(704)	4801	3791	91923	1

###312/1681	31.321	3.721	3.435	D10_06	17526673	17528818	908	C	Copia-10_JC-I	LTR/Copia	(2794)	1353	430	91966/91966	2	No_ref_available
312	28.7	5.8	0.0	D10_06	17526673	17526759	92	C	Copia-10_JC-I	LTR/Copia	(2794)	1353	1262	91966	1
1681	31.6	3.5	3.8	D10_06	17528001	17528818	816	C	Copia-10_JC-I	LTR/Copia	(2902)	1245	430	91966	1

###338	29.5	7.3	5.2	D10_06	31184901	31185296	254	+	Copia-10_TC-I	LTR/Copia	3562	3815	(4160)	97606	1	No_ref_available

###3302/3520	31.641	3.035	3.432	D10_06	789382	793645	3909	+	Copia-11_GR-I	LTR/Copia	144	4240	(74)	87282/87282	2	No_ref_available
3302	31.4	4.0	4.8	D10_06	789382	791726	2328	+	Copia-11_GR-I	LTR/Copia	144	2471	(2010)	87282	1
3520	32.0	1.6	1.4	D10_06	792068	793645	1581	+	Copia-11_GR-I	LTR/Copia	2660	4240	(74)	87282	1

###1643/2034	32.651	3.751	2.850	D10_06	5291206	5294618	3110	+	Copia-11_GR-I	LTR/Copia	130	4242	(72)	88030/88030	2	No_ref_available
1643	33.4	4.3	3.1	D10_06	5291206	5293545	2332	+	Copia-11_GR-I	LTR/Copia	130	2461	(2020)	88030	1
2034	30.4	2.1	2.1	D10_06	5293841	5294618	778	+	Copia-11_GR-I	LTR/Copia	3465	4242	(72)	88030	1

###287/331	28.888	0.572	0.572	D10_06	48070853	48071347	181	+	Copia-11_GR-I	LTR/Copia	911	1406	(2908)	103523/103523	2	No_ref_available
287	27.3	0.0	0.0	D10_06	48070853	48070918	66	+	Copia-11_GR-I	LTR/Copia	911	976	(3338)	103523	1
331	29.8	0.9	0.9	D10_06	48071233	48071347	115	+	Copia-11_GR-I	LTR/Copia	1292	1406	(2908)	103523	1

###1099	30.6	6.2	2.9	D10_06	777000	777658	680	C	Copia-11_ST-I	LTR/Copia	(5)	4600	3921	87279	1	No_ref_available

###18756	21.2	1.1	2.1	D10_06	1941864	1945907	4003	C	Copia-12_JC-I	LTR/Copia	(0)	4061	59	87390	1	No_ref_available

###322	34.9	1.2	1.2	D10_06	9160952	9161122	171	+	Copia-12_JC-I	LTR/Copia	2815	2985	(1076)	89106	1	No_ref_available

###18783	21.0	1.0	2.5	D10_06	9253412	9257476	4003	+	Copia-12_JC-I	LTR/Copia	59	4061	(0)	89119	1	No_ref_available

###467/540	23.816	12.508	2.678	D10_06	2868323	2868880	495	+	Copia-12_TC-I	LTR/Copia	1320	1923	(3395)	87548/87548	2	No_ref_available
467	25.3	9.7	3.4	D10_06	2868323	2868652	122	+	Copia-12_TC-I	LTR/Copia	1320	1441	(4107)	87548	1
540	21.6	16.7	1.6	D10_06	2868660	2868880	373	+	Copia-12_TC-I	LTR/Copia	1551	1923	(3395)	87548	1

###728/683	25.065	2.087	3.584	D10_06	13808559	13812798	426	C	Copia-12_TC-I	LTR/Copia	(4467)	719	1	90615/90615	2	No_ref_available
728	29.5	0.0	5.0	D10_06	13808559	13808829	258	C	Copia-12_TC-I	LTR/Copia	(4467)	719	462	90615	1
683	17.6	5.6	1.2	D10_06	13812638	13812798	168	C	Copia-12_TC-I	LTR/Copia	(5520)	168	1	90615	1

###324	25.7	0.0	0.0	D10_06	14408447	14408520	74	C	Copia-12_TC-I	LTR/Copia	(3517)	1669	1596	90808	1	No_ref_available

###304/506	24.220	11.979	1.030	D10_06	14626779	14627108	434	+	Copia-12_TC-I	LTR/Copia	1041	1911	(3407)	90877/90877	2	No_ref_available
304	27.4	0.0	1.4	D10_06	14626779	14626852	73	+	Copia-12_TC-I	LTR/Copia	1041	1113	(4073)	90877	1
506	23.1	16.2	0.9	D10_06	14626899	14627108	361	+	Copia-12_TC-I	LTR/Copia	1551	1911	(3407)	90877	1

###7489	25.3	2.5	1.7	D10_06	22743847	22746628	2847	+	Copia-12_TC-I	LTR/Copia	819	3665	(2056)	93783	1	No_ref_available

###325	21.3	1.3	0.4	D10_06	22786418	22786492	64	C	Copia-12_TC-I	LTR/Copia	(3527)	1659	1596	93796	1	No_ref_available

###237/3499/10494	23.680	3.307	2.774	D10_06	24421867	24431922	3542	+	Copia-12_TC-I	LTR/Copia	1	3857	(1329)	94442/94442/94442	3	No_ref_available
237	12.8	0.0	2.1	D10_06	24421867	24421914	47	+	Copia-12_TC-I	LTR/Copia	1	47	(5444)	94442	1
3499	24.7	4.2	3.1	D10_06	24428307	24429381	1086	+	Copia-12_TC-I	LTR/Copia	169	1254	(3932)	94442	1
10494	22.1	1.1	1.9	D10_06	24429495	24431922	2409	+	Copia-12_TC-I	LTR/Copia	1449	3857	(1329)	94442	1

###321	26.4	2.6	2.6	D10_06	24639190	24639302	113	+	Copia-12_TC-I	LTR/Copia	1937	2049	(3137)	94497	1	No_ref_available

###356/266	22.537	2.092	0.000	D10_06	35418307	35418458	145	+	Copia-12_TC-I	LTR/Copia	1594	1911	(3407)	99215/99215	2	No_ref_available
356	25.0	0.0	0.0	D10_06	35418307	35418382	76	+	Copia-12_TC-I	LTR/Copia	1594	1669	(3517)	99215	1
266	19.7	4.5	0.0	D10_06	35418393	35418458	69	+	Copia-12_TC-I	LTR/Copia	1843	1911	(3407)	99215	1

###471/10324/1389/306/3206	24.736	2.347	1.392	D10_06	45275225	45281281	4107	C	Copia-12_TC-I	LTR/Copia	(0)	5186	235	102492/102492/102492/102492/102492	5	No_ref_available
471	21.4	3.1	4.2	D10_06	45275225	45275352	109	C	Copia-12_TC-I	LTR/Copia	(0)	5186	5078	102492	1
