Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###845	0.0	0.0	0.0	D5_02	221573	221667	95	+	103CL0203	LTR	1	95	(0)	17322	1	No_ref_available

###525	11.5	0.0	0.0	D5_02	460963	461040	78	C	103CL0203	LTR	(13)	82	5	17369	1	No_ref_available

###833	1.1	0.0	0.0	D5_02	45847372	45847466	95	+	1541CL0088	LTR	1	95	(0)	31778	1	No_ref_available

###852	0.3	0.0	0.0	D5_02	45847582	45847713	95	C	2727CL0088	LTR	(0)	95	1	31782	1	No_ref_available

###840	2.1	0.0	0.0	D5_02	45847468	45847562	95	C	3365CL0088	LTR	(0)	95	1	31779	1	No_ref_available

###854	1.1	0.0	0.0	D5_02	45847339	45847456	95	C	3679CL0088	LTR	(0)	95	1	31777	1	No_ref_available

###838	2.1	0.0	0.0	D5_02	45847478	45847572	95	+	3720CL0088	LTR	1	95	(0)	31780	1	No_ref_available

###837	1.1	0.0	0.0	D5_02	45847569	45847699	95	+	452CL0088	LTR	1	95	(0)	31781	1	No_ref_available

###492	18.9	0.0	0.0	D5_02	658221	658315	95	+	504CL0203	LTR	1	95	(0)	17400	1	No_ref_available

###792	1.1	0.0	0.0	D5_02	794338	794432	95	C	504CL0203	LTR	(0)	95	1	17446	1	No_ref_available

###499	18.4	0.0	0.0	D5_02	45831822	45831908	87	C	240CL0250	LTR/Copia	(0)	95	9	31775	1	No_ref_available

###289	24.1	6.0	0.0	D5_02	45846093	45846175	88	+	240CL0250	LTR/Copia	8	95	(0)	31776	1	No_ref_available

###242	6.5	0.0	0.0	D5_02	45849646	45849676	31	C	240CL0250	LTR/Copia	(58)	37	7	31783	1	No_ref_available

###329	23.8	3.6	0.0	D5_02	45862877	45862960	87	C	240CL0250	LTR/Copia	(0)	95	9	31785	1	No_ref_available

###420	14.8	2.5	0.0	D5_02	45863076	45863156	83	+	240CL0250	LTR/Copia	7	89	(6)	31786	1	No_ref_available

###385	21.2	1.2	0.0	D5_02	45863186	45863270	86	C	240CL0250	LTR/Copia	(1)	94	9	31787	1	No_ref_available

###363	24.1	0.0	1.1	D5_02	45863414	45863501	87	+	240CL0250	LTR/Copia	9	95	(0)	31788	1	No_ref_available

###432	13.3	0.0	2.7	D5_02	45864475	45864551	75	C	240CL0250	LTR/Copia	(6)	89	15	31789	1	No_ref_available

###437	21.8	0.0	0.0	D5_02	45864688	45864774	87	+	240CL0250	LTR/Copia	9	95	(0)	31790	1	No_ref_available

###500	16.3	0.0	1.2	D5_02	45865708	45865794	86	C	240CL0250	LTR/Copia	(1)	94	9	31791	1	No_ref_available

###408	23.6	0.0	0.0	D5_02	45865932	45866020	89	+	240CL0250	LTR/Copia	7	95	(0)	31792	1	No_ref_available

###325	26.7	0.0	0.0	D5_02	45925363	45925437	75	+	240CL0250	LTR/Copia	21	95	(0)	31804	1	No_ref_available

###312	28.7	1.1	0.0	D5_02	45971043	45971129	88	C	240CL0250	LTR/Copia	(0)	95	8	31807	1	No_ref_available

###352	26.2	0.0	0.0	D5_02	45971224	45971307	84	+	240CL0250	LTR/Copia	12	95	(0)	31808	1	No_ref_available

###433	22.5	0.0	0.0	D5_02	45995844	45995932	89	C	240CL0250	LTR/Copia	(0)	95	7	31809	1	No_ref_available

###386	22.1	0.0	0.0	D5_02	45996083	45996168	86	+	240CL0250	LTR/Copia	10	95	(0)	31810	1	No_ref_available

###344	23.7	0.0	0.0	D5_02	46007572	46007647	76	C	240CL0250	LTR/Copia	(9)	86	11	31815	1	No_ref_available

###284	24.4	3.7	0.0	D5_02	46009979	46010060	85	C	240CL0250	LTR/Copia	(4)	91	7	31816	1	No_ref_available

###377	23.2	0.0	0.0	D5_02	46011816	46011897	82	C	240CL0250	LTR/Copia	(0)	95	14	31817	1	No_ref_available

###372	25.9	0.0	0.0	D5_02	46012062	46012142	81	+	240CL0250	LTR/Copia	15	95	(0)	31818	1	No_ref_available

###302	29.5	1.1	1.1	D5_02	46029165	46029253	89	C	240CL0250	LTR/Copia	(0)	95	7	31821	1	No_ref_available

###348	23.3	1.2	0.0	D5_02	46029403	46029488	87	+	240CL0250	LTR/Copia	9	95	(0)	31822	1	No_ref_available

###266	18.2	1.8	0.0	D5_02	46036642	46036696	56	+	240CL0250	LTR/Copia	10	65	(30)	31823	1	No_ref_available

###373	22.7	1.1	0.0	D5_02	46036793	46036880	89	C	240CL0250	LTR/Copia	(0)	95	7	31824	1	No_ref_available

###414	23.0	1.1	0.0	D5_02	46062910	46062996	88	+	240CL0250	LTR/Copia	7	94	(1)	31825	1	No_ref_available

###406	22.7	1.1	0.0	D5_02	46067003	46067090	89	C	240CL0250	LTR/Copia	(0)	95	7	31826	1	No_ref_available

###308	23.5	0.0	1.2	D5_02	46067247	46067328	81	+	240CL0250	LTR/Copia	15	95	(0)	31827	1	No_ref_available

###485	18.2	1.1	0.0	D5_02	46080552	46080639	89	C	240CL0250	LTR/Copia	(0)	95	7	31828	1	No_ref_available

###242	21.7	13.3	0.0	D5_02	46080701	46080760	68	+	240CL0250	LTR/Copia	28	95	(0)	31829	1	No_ref_available

###398	22.1	1.2	0.0	D5_02	46087879	46087964	87	C	240CL0250	LTR/Copia	(0)	95	9	31830	1	No_ref_available

###471	14.1	4.7	1.1	D5_02	46089975	46090060	89	+	240CL0250	LTR/Copia	7	95	(0)	31831	1	No_ref_available

###268	26.0	0.0	0.0	D5_02	46107547	46107619	73	C	240CL0250	LTR/Copia	(0)	95	23	31832	1	No_ref_available

###394	25.6	0.0	0.0	D5_02	46107706	46107791	86	+	240CL0250	LTR/Copia	7	92	(3)	31833	1	No_ref_available

###338	26.1	1.1	0.0	D5_02	46109987	46110074	89	+	240CL0250	LTR/Copia	7	95	(0)	31834	1	No_ref_available

###334	28.4	0.0	0.0	D5_02	46118305	46118392	88	C	240CL0250	LTR/Copia	(1)	94	7	31836	1	No_ref_available

###312	21.2	4.7	1.1	D5_02	46120618	46120703	89	C	240CL0250	LTR/Copia	(0)	95	7	31837	1	No_ref_available

###284	18.4	14.5	0.0	D5_02	46162489	46162564	87	C	240CL0250	LTR/Copia	(0)	95	9	31844	1	No_ref_available

###501	16.9	0.0	1.1	D5_02	46162716	46162805	89	+	240CL0250	LTR/Copia	7	95	(0)	31845	1	No_ref_available

###234	18.6	0.0	0.0	D5_02	46168712	46168754	43	C	240CL0250	LTR/Copia	(46)	49	7	31846	1	No_ref_available

###261	22.7	0.0	1.5	D5_02	46168899	46168965	66	+	240CL0250	LTR/Copia	9	74	(21)	31847	1	No_ref_available

###455	21.8	0.0	0.0	D5_02	46175275	46175361	87	C	240CL0250	LTR/Copia	(0)	95	9	31848	1	No_ref_available

###839	0.0	0.0	0.0	D5_02	46175491	46175585	95	+	240CL0250	LTR/Copia	1	95	(0)	31849	1	No_ref_available

###518	18.0	0.0	0.0	D5_02	46183701	46183789	89	C	240CL0250	LTR/Copia	(0)	95	7	31851	1	No_ref_available

###423	21.7	0.0	0.0	D5_02	46212614	46212696	83	C	240CL0250	LTR/Copia	(4)	91	9	31852	1	No_ref_available

###368	20.0	2.5	0.0	D5_02	46212877	46212956	82	+	240CL0250	LTR/Copia	13	94	(1)	31853	1	No_ref_available

###249	21.4	3.6	0.0	D5_02	46218363	46218418	58	C	240CL0250	LTR/Copia	(31)	64	7	31854	1	No_ref_available

###348	25.0	1.1	0.0	D5_02	46218564	46218651	89	+	240CL0250	LTR/Copia	7	95	(0)	31855	1	No_ref_available

###226	26.9	1.5	0.0	D5_02	46219785	46219851	68	+	240CL0250	LTR/Copia	15	82	(13)	31856	1	No_ref_available

###286	5.6	0.0	0.0	D5_02	754257	754292	36	C	284CL0225	LTR/Copia	(0)	95	60	17427	1	No_ref_available

###808	2.1	0.0	0.0	D5_02	754661	754755	95	+	284CL0225	LTR/Copia	1	95	(0)	17430	1	No_ref_available

###772	3.2	0.0	0.0	D5_02	754141	754234	94	C	302CL0225	LTR/Copia	(1)	94	1	17426	1	No_ref_available

###848	0.0	0.0	0.0	D5_02	754776	754870	95	+	302CL0225	LTR/Copia	1	95	(0)	17431	1	No_ref_available

###241	17.8	1.8	18.9	D5_02	754071	754181	95	+	313CL0225	LTR/Copia	1	95	(0)	17425	1	No_ref_available

###847	0.0	0.0	0.0	D5_02	773703	773826	95	+	313CL0225	LTR/Copia	1	95	(0)	17440	1	No_ref_available

###806	1.1	0.0	0.0	D5_02	754438	754532	95	+	3CL0225	LTR/Copia	1	95	(0)	17428	1	No_ref_available

###787	1.1	0.0	0.0	D5_02	754481	754575	95	C	416CL0225	LTR/Copia	(0)	95	1	17429	1	No_ref_available

###243	18.1	1.5	6.5	D5_02	26736222	26736286	62	+	ATCOPIA28_I-int	LTR/Copia	4119	4180	(526)	26554	1	No_ref_available

###259	12.9	6.5	0.0	D5_02	30491789	30491850	66	+	ATCOPIA28_I-int	LTR/Copia	667	732	(3974)	27776	1	No_ref_available

###227	12.7	1.6	1.6	D5_02	31533723	31533786	64	C	ATCOPIA28_I-int	LTR/Copia	(3974)	732	669	28066	1	No_ref_available

###240	14.8	0.0	9.8	D5_02	37158875	37158919	41	C	COP8_I_MT-int	LTR/Copia	(944)	3524	3484	29840	1	No_ref_available

###259	36.0	1.1	2.8	D5_02	15709350	15709532	180	+	COPI1_I-int	LTR/Copia	2756	2935	(1170)	21996	1	No_ref_available

###266	29.9	1.8	2.4	D5_02	10843115	10843282	167	C	COPI2_I-int	LTR/Copia	(155)	3992	3826	20305	1	No_ref_available

###518	30.3	3.8	2.7	D5_02	31275102	31275431	213	+	Copia-100_Mad-I	LTR/Copia	4702	4914	(1190)	28006	1	No_ref_available

###965	31.8	2.8	2.4	D5_02	4559106	4559828	721	+	Copia-104_GM-I	LTR/Copia	2356	3076	(4899)	18265	1	No_ref_available

###3257/1024	18.888	2.742	0.899	D5_02	6102547	6103375	850	+	Copia-10_CP-I	LTR/Copia	3727	5492	(362)	18720/18720	2	No_ref_available
3257	18.5	3.7	0.2	D5_02	6102547	6103164	640	+	Copia-10_CP-I	LTR/Copia	3727	4366	(621)	18720	1
1024	20.0	0.0	2.9	D5_02	6103160	6103375	210	+	Copia-10_CP-I	LTR/Copia	5283	5492	(362)	18720	1

###1181/4601	29.584	1.908	1.147	D5_02	28595060	28597237	2028	+	Copia-10_JC-I	LTR/Copia	1953	4147	(0)	27130/27130	2	No_ref_available
1181	24.2	4.6	1.8	D5_02	28595060	28595430	381	+	Copia-10_JC-I	LTR/Copia	1953	2333	(1814)	27130	1
4601	30.8	1.3	1.0	D5_02	28595596	28597237	1647	+	Copia-10_JC-I	LTR/Copia	2501	4147	(0)	27130	1

###548	32.8	3.5	3.3	D5_02	8838872	8839265	395	C	Copia-10_TC-I	LTR/Copia	(4954)	3021	2627	19630	1	No_ref_available

###307	24.0	1.4	5.4	D5_02	43919055	43919192	100	+	Copia-11_RC-I	LTR/Copia	146	245	(4034)	31477	1	No_ref_available

###34538	3.7	0.2	0.0	D5_02	33371668	33375765	4105	C	Copia-12_GR-I	LTR/Copia	(0)	4105	1	28749	1	0.916

###1373/5099	27.797	2.703	0.865	D5_02	27202291	27204348	1984	+	Copia-12_JC-I	LTR/Copia	1951	4059	(2)	26728/26728	2	No_ref_available
1373	22.1	2.2	1.2	D5_02	27202291	27202606	319	+	Copia-12_JC-I	LTR/Copia	1951	2269	(1792)	26728	1
5099	28.9	2.8	0.8	D5_02	27202716	27204348	1665	+	Copia-12_JC-I	LTR/Copia	2395	4059	(2)	26728	1

###18371	22.0	1.0	2.0	D5_02	34009253	34013355	4061	+	Copia-12_JC-I	LTR/Copia	1	4061	(0)	28937	1	No_ref_available

###276/1548/4734/2651/1922	21.801	0.960	0.514	D5_02	3902104	3907566	2393	C	Copia-12_TC-I	LTR/Copia	(0)	5186	235	18078/18080/18080/18080/18080	5	No_ref_available
276	17.8	0.0	0.0	D5_02	3902104	3902148	45	C	Copia-12_TC-I	LTR/Copia	(0)	5186	5142	18078	1
1548	22.7	1.4	0.3	D5_02	3903665	3904013	353	C	Copia-12_TC-I	LTR/Copia	(1316)	3455	3103	18080	1
